Institute,Branch,Category,Gender,Quota,mean,std,count,NIRF_Rank,Priority
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,3862.8133333333335,483.60754346635343,41.0,55.0,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,OS,210.4,98.2878425849301,2.0,55.0,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,2120.04,562.5238257580336,11.0,55.0,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,14491.56,9483.388563883416,18.0,55.0,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,1345.2977777777778,260.82357835209274,41.0,55.0,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,6030.573333333333,1616.0422310190331,35.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,3630.786666666667,544.3074112881371,35.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,5127.986666666667,774.53279275885,35.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,2196.9066666666668,225.355771014216,35.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Female-only (including Supernumerary),OS,198.0,500.0,6.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,OS,126.46666666666667,33.367104105145785,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,34130.6,8043.290132229443,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,8812.522222222222,791.5741117483846,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,24838.644444444442,3690.413440550411,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,5194.391111111111,361.1398080738397,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,419.8,186.62176389323056,30.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,26943.362222222222,2995.042157975206,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,21376.911111111112,3007.0119799496933,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,23015.16222222222,2890.0685739606806,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,14049.933333333334,995.9035853030716,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),OS,1234.6666666666667,198.15482162524668,12.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,1933.7333333333331,796.5684596595385,35.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,796.0511111111111,285.4095260515591,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,6517.888888888889,1110.09187051145,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,4360.764444444444,719.5405673405638,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,5968.8711111111115,862.9597466801356,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,3176.9777777777776,292.04016178868443,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,HS,162.0,500.0,2.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,19967.6,4644.239490699172,12.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,1818.2533333333333,581.1714220853771,35.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,11218.032258064515,8120.670183999692,36.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,1203.1355555555556,275.18410245488826,41.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,5951.333333333333,373.95543406489855,6.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,5919.693333333334,447.2237390023843,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,2522.1466666666665,179.67136666703462,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,35366.46666666667,8145.9943586347445,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,10750.066666666666,605.4383986380899,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,28976.066666666666,5174.718042384708,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,5817.706666666667,274.9011061851483,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,591.8333333333334,98.387838001791,6.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,27997.48,2381.2210847683705,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,24890.346666666665,1539.7435736924745,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,26010.0,1793.3299245208111,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,15836.759999999998,861.6066915415009,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,1077.52,109.29052192124522,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,8161.0,500.0,5.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,5441.719999999999,251.9497424631998,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,5954.32,1186.6334196908804,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,3552.2400000000002,311.5548981246396,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,28324.8,4095.6559303730583,6.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,1450.32,165.7136632321493,11.0,55.0,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,13892.3,2914.760601581547,29.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,7739.458333333333,1331.5420932191714,24.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,13493.746666666666,1866.1580035242587,35.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,6879.933333333334,1120.6751139042797,35.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,81863.61411764706,44588.77724858148,39.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,17210.12222222222,2113.460586914037,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,85926.33777777778,66079.81791884571,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,14231.706666666665,2009.2133781110676,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),OS,1608.6666666666667,319.6268657878016,3.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,819.0,36.76955262170047,2.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,64186.72222222222,8726.278502596513,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,47717.69111111111,7617.557243695357,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,64013.20888888888,11483.185284229774,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,40626.875555555554,6118.901097339652,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,1499.0,500.0,6.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,2802.688888888889,722.3277542884425,14.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,14759.18888888889,2715.242575741982,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,9739.755555555555,985.7241550028575,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,13437.677777777779,2370.8693974995754,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,7237.713333333333,679.0360904952857,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,3185.05,830.8232889359947,29.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,2954.3866666666663,417.56317179442965,41.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,4706.68,1013.7714898405092,35.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,3148.0266666666666,565.2042391319912,35.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,4543.066666666667,672.1282740717896,35.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,1890.92,291.223359945852,35.0,55.0,10
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,OS,102.66666666666667,17.96292478040997,6.0,55.0,10
